Molecule ChEMBL ID,AlogP,Smiles
CHEMBL1316610,3.66,Cc1cn2c(=O)cc(COc3ccc(NC(=O)COc4ccccc4)cc3)nc2s1
CHEMBL122972,5.03,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC(CO)CO
CHEMBL1544611,3.16,CCSc1ccc(-c2cccc([N+](=O)[O-])c2)nn1
CHEMBL1508386,3.4,COC(=O)c1c(NC(=O)c2ccc(C)cc2)csc1C
CHEMBL1493677,3.79,CCOCCCn1c(C)nc2c(c1=O)c1nc3ccccc3nc1n2-c1ccc2c(c1)OCCO2
CHEMBL1403125,5.17,N#C/C(=C\c1ccc(-c2ccc(F)cc2F)o1)c1nc2ccccc2[nH]1
CHEMBL1598471,4.63,COc1cc(C2Nc3ccc4ncccc4c3C3=C2C(=O)CCC3)cc(OC)c1O
CHEMBL1489194,4.84,Cc1ccc(-c2cc(C(=O)NCc3ccccn3)c3ccccc3n2)cc1C
CHEMBL1315714,3.31,Cc1cccc(OCC(=O)OCc2cc(=O)n3nc(-c4cccs4)sc3n2)c1
CHEMBL1510765,4.92,CC1CC(C)CN(C(=O)c2ccc3c(c2)N(Cc2ccccc2)CCS3)C1
CHEMBL1318878,2.77,CCN1CSC(=S)N(Cc2ccc(OC)cc2)C1
CHEMBL1388501,3.95,CCN(CC)S(=O)(=O)c1ccc(Cl)c(C(=O)NCc2ccccc2Cl)c1
CHEMBL1588367,4.32,Sc1nnc(-c2ccc3ccccc3n2)n1-c1ccc2ncccc2c1
CHEMBL1387969,4.36,CC(=O)N1N=C(c2ccc(C)cc2)OC1c1ccc(C(C)C)cc1
CHEMBL1432392,2.96,CSCCC(NC(=O)C1CCC(C)CC1)C(=O)NCc1ccco1
CHEMBL1432339,2.9,Cn1c(C(=O)NCc2ccc3c(c2)OCO3)cc2sccc21
CHEMBL1503585,1.52,O=C(Cn1cnc2c(nnn2Cc2ccccc2F)c1=O)N1CCN(c2ccccc2)CC1
CHEMBL519344,3.24,COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2
CHEMBL1531336,3.36,Cc1cc(N2CCOCC2)nc2ccc(NC(=O)CCC(=O)N3CCCC(C)C3)cc12
CHEMBL1367377,4.21,CC(=O)Nc1cc(-c2ccccc2)nn1Cc1ccc(Cl)cc1
CHEMBL1563798,4.76,S=C(c1ccc(-c2cccc(Cl)c2)o1)N1CCCCC1
CHEMBL1510691,2.57,O=[N+]([O-])c1cc(C(F)(F)F)ccc1N1CCC(O)CC1
CHEMBL1549793,3.61,O=C(O)C1CC=CCC1C(=O)Nc1ccc(N2CCN(Cc3ccccc3)CC2)cc1
CHEMBL1313174,3.98,O=C(NN=C(S)Nc1ccc(Cl)cc1)c1ccccc1OC(F)F
CHEMBL1394225,5.32,CCCOc1ccc(-c2nc(N3CCC(C)CC3)c3ccccc3n2)cc1
CHEMBL1452986,1.73,Cc1cccc(NC(=O)C2CC(=O)n3cnnc3S2)c1
CHEMBL1476990,4.52,COc1cccc(-c2ccnc3c(-c4ccc(F)cc4)c(C)nn23)c1
CHEMBL1531684,3.04,Oc1ccccc1N1CCN(C(S)=NCCc2ccccc2)CC1
CHEMBL844,1.76,Brc1c(NC2=NCCN2)ccc2nccnc12
CHEMBL1342071,2.81,COc1ccc(CCn2c(C)nc3c(c(=O)c4ccccc4n3C)c2=O)cc1
CHEMBL1492963,2.88,COc1ccc2nc(NC(=O)C3CCCN(S(=O)(=O)c4cccc5nonc45)C3)sc2c1
CHEMBL3196468,5.5,Cc1ccc(Cl)cc1-c1ccc(/C=N/c2ccc(N3CCOCC3)cc2)o1
CHEMBL1577926,3.07,COCCn1c(SCC(=O)NCc2ccco2)nnc1-c1c[nH]c2ccccc12
CHEMBL1439556,6.45,CCc1ccc2oc(-c3cccc(NC(=O)c4ccc(N5CCC(C)CC5)c([N+](=O)[O-])c4)c3)nc2c1
CHEMBL1520414,5.04,COc1ccc(NCc2nc3ccccc3n2CCOc2ccc(C)cc2)cc1
CHEMBL1320561,3.7,CCN(CC)c1ccc(NC(=O)c2ccc(O)nc2)cc1S(=O)(=O)Nc1ccccc1OC
CHEMBL1461992,3.63,c1ccc(COc2ccc(Nc3[nH]cnc4ncnc3-4)cc2)cc1
CHEMBL1500039,3.86,CCCCN(C(=O)c1ccc2c(c1)OCO2)c1ccccc1
CHEMBL1480224,4.44,COc1ccc(OCCCn2c(C)nc3cc(C)c(C)cc32)cc1
CHEMBL1500007,3.0,CC(C)(C)C1CCc2c(sc3nc(SCC(N)=O)nc(N)c23)C1
CHEMBL1579429,5.2,O=C(COC(=O)/C=C/c1cccc(Cl)c1)Nc1ccccc1-c1ccccc1
CHEMBL1553791,3.88,CCN1CCN(C(c2ccccc2Cl)c2c(O)cc(C)n(Cc3ccco3)c2=O)CC1
CHEMBL1492440,2.76,CC1CCc2onc(C(=O)N3CCN(c4ccccc4)CC3)c2C1
CHEMBL1382351,2.8,Oc1nc2cc3c(cc2cc1C(c1nnnn1CC1CCCO1)N1CCCCCC1)OCO3
CHEMBL1422182,5.28,Cc1cc(Br)ccc1NC(=O)c1cnc(N2CCN(c3ccccn3)CC2)c2ccccc12
CHEMBL1590554,6.26,O=C(Nc1ccc2oc(-c3ccc(Br)cc3)nc2c1)c1cc2ccccc2o1
CHEMBL1964748,2.46,O=C(N/N=C/c1c[nH]c2ccccc12)C1COc2ccccc2O1
CHEMBL1373082,4.5,CCCc1nc2ccccc2c(C(=O)OCC(=O)N2CCc3ccccc32)c1CC
CHEMBL1421970,2.15,COC(=O)Nc1sc2c(c1C(N)=O)CCC(C)C2
CHEMBL1538196,3.51,N#C/C(=C\Nc1ccccc1O)c1nc2ccccc2o1
CHEMBL3209857,3.46,C/C(=N\Nc1nc2ccccc2[nH]1)c1cccs1
CHEMBL1307131,5.95,O=C(Nc1ccc(F)cc1F)Nc1sccc1-c1nc2ccccc2s1
CHEMBL1411727,6.3,O=C(Nc1ccc2oc(-c3cccnc3)nc2c1)c1ccc(-c2ccc(OC(F)(F)F)cc2)o1
CHEMBL1455508,4.0,Cc1ccccc1N1CCN(CCCOc2ccc3c(C)cc(=O)oc3c2)CC1
CHEMBL1387127,5.49,COc1cccc(OC)c1OCc1cc(C2C3CCCC=C3C(C#N)=C(N)C2(C#N)C#N)c(C)cc1C
CHEMBL1423032,3.18,CC(=O)c1sc2nc(CSc3nnnn3-c3ccccc3)nc(O)c2c1C
CHEMBL1475504,3.56,Cc1ccc2c(=O)cc(C(=O)Nc3ccc(S(=O)(=O)Nc4nc(C)cc(C)n4)cc3)oc2c1
CHEMBL1303552,5.24,Cc1ccc(C)c2nc3sc(C(=O)N4CCCc5ccccc54)c(N)c3cc12
CHEMBL1517893,6.34,COc1ccc(-c2ccc(N(C)C)cc2)cc1[C@H]1[C@H]2C=CC[C@@H](C)[C@@H]2C(=O)N1Cc1ccccc1
CHEMBL1366443,4.39,Cc1nnc(SCC(=O)Nc2nsc(-c3ccc(C(C)(C)C)cc3)n2)s1
CHEMBL1517376,3.17,CC(=O)N1C(=O)C(=C2C=C(C)OC(C)=C2)c2ccccc21
CHEMBL1465210,4.68,c1ccc(-c2cc3c(N4CCN(c5ccccc5)CC4)ncnc3s2)cc1
CHEMBL1559547,0.93,C=CCN1C(=O)/C(=C\c2ccc(N3CCOCC3)o2)C(=O)NC1=S
CHEMBL1532770,1.73,COc1ccc(CCN2C(=O)NC(=O)/C(=C\NCc3ccc4c(c3)OCO4)C2=O)cc1OC
CHEMBL1424340,3.72,CCN(CC)C(=O)CSc1nc2ccc(NC(=O)CSc3nccn3C)cc2s1
CHEMBL1375661,4.93,FC(F)(F)c1ccc2c(c1)C1C=CCC1C(c1ccncc1)N2
CHEMBL1580625,5.22,Cc1nn(C)c(C)c1NC(=O)CSc1nc(-c2ccccc2Cl)nc2c1cnn2-c1ccccc1
CHEMBL1426773,3.61,CCCCOC(=O)c1ccc(N2C(=O)CC(N3CCN(C/C=C/c4ccccc4)CC3)C2=O)cc1
CHEMBL1426812,4.69,Cc1sc(NC(=O)c2ccco2)c(C(c2ccc(F)cc2)N2CCN(C)CC2)c1C
CHEMBL1442099,2.03,Cc1cc(=O)n2nc(N3CCC(C(=O)NCCc4ccccc4)CC3)sc2n1
CHEMBL35482,3.05,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N
CHEMBL1387360,3.78,CCc1ccc(C2=NNC(=Nc3c(C)n(C)n(-c4ccccc4)c3=O)SC2)cc1
CHEMBL1474288,4.33,CCOc1ccccc1CNC(=O)c1cn(-c2ccc(OC)cc2)c(=O)c2ccccc12
CHEMBL1415113,2.91,CCc1ccc(S(=O)(=O)c2cnc(SCC(=O)Nc3ccc(OC)cc3OC)[nH]c2=O)cc1
CHEMBL1574645,4.5,CCCOc1ccc(CNC(=O)CCCN2C(=O)CSc3c2c(C)nn3-c2ccccc2)cc1
CHEMBL1418287,4.18,COc1cc(C(=O)Nc2cccc(-c3nnc(-c4ccco4)o3)c2)ccc1OC(C)=O
CHEMBL1591622,2.52,CCOc1ccc(-n2nc(CO)c(C(=O)NCCCc3ccccc3)n2)cc1
CHEMBL1418216,5.79,CCCCCCn1c(/C=C/c2ccccc2)nc2ccccc21
CHEMBL1467766,2.9,CN(c1ccccc1)S(=O)(=O)c1cccc(C(=O)NCCc2ccc(O)c(O)c2)c1
CHEMBL1309512,3.49,COc1ccc2c(-c3ccccc3)cc(SCC(N)=O)nc2c1
CHEMBL1613522,4.24,CCN(C(=O)c1ccco1)c1nc(CC(=O)Nc2ccc(Cl)cc2)cs1
CHEMBL258942,8.89,CCCCCCN(C(=O)CCCCCN1C(=O)NC(c2ccc3ccccc3c2)C(C(=O)OCc2ccccc2)=C1C)C(C(=O)NCCCC)c1ccc(OCC(=O)OC)c(C(=O)OC)c1
CHEMBL1591714,3.22,c1cc2c(cc1C1OC[C@@H]3C(c4ccc5c(c4)OCO5)OCC13)OCO2
CHEMBL1350113,5.92,COc1ccccc1-c1c(C(F)(F)F)oc2cc(OC(=O)c3cccc([N+](=O)[O-])c3C)ccc2c1=O
CHEMBL1585651,3.89,Cc1cc2n(n1)C(c1ccsc1)Nc1ccccc1-2
CHEMBL1445556,4.74,Cc1ccc(Nc2nc(C)nc3c2oc2ccccc23)cc1
CHEMBL1507915,3.3,COc1ccc2c(c1)CC/C(=C/c1ccncc1)C2=O
CHEMBL1326929,3.51,CCOc1ccc(N2C(=O)NC(=O)/C(=C/Nc3ccc(N(CC)CC)cc3)C2=O)cc1
CHEMBL1530492,3.94,COc1cc(CNc2ccc(C)c(C)c2)cc(OC)c1OC
CHEMBL1406441,4.78,CSc1ccccc1-c1nnc(-c2ccc(Cl)cc2)o1
CHEMBL1468672,2.81,CCOC(=O)c1cnc(-n2nc(C)cc2C)nc1NC1CCCC1
CHEMBL1547049,4.1,CC(=O)c1cccc(NC(=O)c2cc(-c3ccc(C)cc3)on2)c1
CHEMBL1480586,1.28,CCNC(=O)C1CCCN(c2ncnc3onc(C)c23)C1
CHEMBL1423932,3.82,CCOc1ccc2c(c1)C(c1ccc(C)o1)=NNC(c1ccncc1)=N2
CHEMBL1423933,4.95,Brc1ccc(-c2cn3c(n2)CCc2ccc4cccnc4c2-3)cc1
CHEMBL1580187,3.22,CC(=O)NC(CSC(CC(=O)c1ccco1)c1ccc(C)cc1)C(=O)O
CHEMBL1335042,2.51,CCCCCCC(=O)N(O)C1CC(=O)N(c2ccccc2)C1=O
CHEMBL1462873,4.62,CCCOc1cccc(C(=O)NC(=S)Nc2cccc(C(F)(F)F)c2)c1
CHEMBL1597832,2.93,Cn1c(SCC(=O)Nc2ccc3[nH]c(O)nc3c2)nnc1-c1ccc(F)cc1
CHEMBL1253351,,O=C(Nc1cc(C(=O)Nc2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])cc(C(=O)Nc2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])c1)Nc1cc(C(=O)Nc2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])cc(C(=O)Nc2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
CHEMBL1402402,3.67,O=C(NCCc1ccccc1)c1ccc(Cn2c(=O)c3cccn3c3cccnc32)cc1
CHEMBL1462919,5.66,COC(=O)CSc1nc(N)c2c3c(sc2n1)C(c1ccccc1)SC(c1ccccc1)C3
CHEMBL1304456,2.46,C/C(=C1/SC(=S)N(CCC(=O)O)C1=O)c1ccc(O)cc1
CHEMBL1492997,4.42,Cc1ccc(NC(S)=NCCc2c[nH]c3ccccc23)cc1
CHEMBL1384389,2.1,CCCC(=O)Nc1ccc2c(c1)COC2=O
CHEMBL259331,9.46,CCCCCCN(C(=O)CCCCCN1C(=O)NC(c2ccc(-c3ccccc3)cc2)C(C(=O)OCc2ccccc2)=C1C)C(C(=O)NCCCC)c1ccccn1
CHEMBL1370490,3.99,O=C(/C=C\Nc1ccccc1Br)c1ccc2c(c1)OCO2
CHEMBL1383593,3.72,O=C(COc1ccc2ccccc2c1Br)N1CCN(c2ccccn2)CC1
CHEMBL1388994,1.53,Cc1ccc(NC(=O)CSc2nc(=O)cc(O)n2C)cc1
CHEMBL1415390,5.27,Cc1ccc(C(=O)/C=C/c2cn(CC(O)CN3CCc4ccccc43)c3ccccc23)cc1
CHEMBL1389109,6.28,O=C(Nc1ccc(Nc2ccncc2)cc1)c1ccc(Nc2ccnc3ccc([N+](=O)[O-])cc23)cc1
CHEMBL1581212,2.62,COCCn1c(C)cc(C(=O)COc2ccc(C)nc2[N+](=O)[O-])c1C
CHEMBL1305653,4.06,CN(C)c1ccc(NC(=NS(=O)(=O)c2cccs2)c2ccccc2)cc1.Cl
CHEMBL1967697,6.73,CC/C(=N\CCc1c(C)[nH]c2ccc(OC(F)(F)F)cc12)C1=C(O)CC(c2ccccc2)CC1=O
CHEMBL546649,4.79,CCOc1ccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1[N+](=O)[O-]
CHEMBL1385564,3.31,COC(=O)c1cc2c(ccn2-c2ccc(F)cc2)n1CC(=O)OC(C)C
CHEMBL1607586,5.33,O=C(c1ccco1)N(CCC(c1ccccc1)c1ccco1)Cc1ccco1
CHEMBL1613551,3.87,CCOc1ccc(NC(=O)c2cc3c(=O)n4cccc(C)c4nc3s2)cc1
CHEMBL1358225,5.13,Cc1ccc(OCC(=O)Nc2ccc(-c3nc4ccc(C)cc4o3)cc2)cc1
CHEMBL1709,5.18,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl
CHEMBL1326675,3.73,CCOc1ccc(C(c2c(O)cc(C)n(CCOC)c2=O)N2CCC(C)CC2)cc1
CHEMBL1608077,4.14,Cc1ccccc1S(=O)(=O)Cc1ccc(C(=O)N2CCN(c3cccc(C)c3C)CC2)o1
CHEMBL1430360,3.09,O=C(Nc1ccc(N2CCN(C(=O)c3ccco3)CC2)cc1)c1ccco1
CHEMBL1326605,5.17,CC(=O)Nc1ccccc1-c1nc2ccccc2nc1OCC(=O)c1ccc(Cl)cc1
CHEMBL1981242,3.91,Cc1onc(-c2ccccc2)c1C(=O)N/N=C/c1cn(C)c2ccccc12
CHEMBL1406191,4.88,COc1ccc(/C=C/C(=O)C2CC2)cc1COc1c(C)cccc1C
CHEMBL1406907,4.53,COc1ccc(-c2ccc(CCC(=O)O)n2-c2cc(Cl)ccc2O)cc1
CHEMBL1406204,4.68,CS(=O)(=O)c1sc2nc(-c3cccs3)cc(-c3ccccc3)c2c1N
CHEMBL3191775,2.54,NS(=O)(=O)c1ccc(N/N=C/c2ccccc2Br)cc1
CHEMBL1430390,2.8,O=C(OCC(=O)N1CCN(c2ccccc2)CC1)c1ccc2ncsc2c1
CHEMBL1366498,2.59,CCCCCn1c(CN2CCN(c3cccc(Cl)c3)CC2)nc2c1c(=O)[nH]c(=O)n2C
CHEMBL1530025,3.83,NS(=O)(=O)c1ccc(N2N=C(c3ccccc3)CC2c2cccc(F)c2)cc1
CHEMBL1339039,3.31,O=C(COc1ccc2ccccc2c1)Nc1nccs1
CHEMBL1367325,3.92,O=C(NC1CC1)c1ccc(-c2nc3ccccc3s2)s1
CHEMBL1351044,5.32,N#C/C(=C\Nc1ccc2c[nH]nc2c1)c1nc(-c2ccc(Cl)cc2)cs1
CHEMBL1608504,3.42,N#Cc1ccc(COC(=O)c2ccc(N3CCCC3)c([N+](=O)[O-])c2)cc1
CHEMBL154580,3.21,C=CC(=O)c1ccc2ccccc2c1
CHEMBL1563714,1.22,Cc1cc(Sc2ncnc(N)c2[N+](=O)[O-])ncn1
CHEMBL1601549,5.6,COc1ccc2c(c1)-c1c(sn(-c3ccccc3)c1=S)C(C)(C)N2
CHEMBL563919,3.47,COc1ccc2c(=O)c(-c3ccccc3)coc2c1
CHEMBL1389481,4.26,CC(=O)c1ccc(N=C(S)N2c3ccccc3CC2C)cc1
CHEMBL1563651,0.61,CCCCC(=O)NC(=S)NNC(=O)CC
CHEMBL1496826,5.51,COc1ccc(OCc2cccc(C(=O)Nc3ccc(CN4CCCCC4)cc3)c2)cc1
CHEMBL1351034,4.16,CSc1sc(C(=O)NNC(=O)c2ccc(Cl)cc2)c2c1C=CCC2
CHEMBL1350513,4.02,O=C(c1ccc(Cl)cc1)c1coc2ccc(O)cc12
CHEMBL1508980,2.69,COc1ccc(OC)c(C2C(C(=O)c3sc(C)nc3C)=C(O)C(=O)N2CCN2CCOCC2)c1
CHEMBL1548826,3.37,COCCn1c(SCC(=O)N2CCc3ccccc3C2)nc2cc(Cl)ccc2c1=O
CHEMBL1570196,2.73,CCCOc1ccc2[nH]cc(C3=CCNCC3)c2n1
CHEMBL1525186,2.89,O=C(c1ccccc1O)N1N=C(c2ccccc2)CC1(O)C(F)(F)F
CHEMBL1525194,3.77,CC1(C)CC(=O)C=C(OC(=O)c2ccc(Cl)cc2)C1
CHEMBL1358580,4.87,Cc1ccc(C(=O)c2cn(Cc3ccccc3)c3c(F)cc(F)cc3c2=O)cc1
CHEMBL15770,4.37,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1
CHEMBL3198789,2.04,COc1cccc(/C=N/n2c(S)nnc2-c2[nH]nc3c2CCC3)c1O
CHEMBL1400464,3.96,Cc1ccc2cc(C(c3nnnn3C(C)(C)C)N3CCCCCC3)c(O)nc2c1
CHEMBL1301691,3.98,OC(CN1CCN(c2ccccc2)CC1)Cn1c2ccccc2c2ccccc21
CHEMBL1256751,4.06,Cl.O=C(OC1CCN(CCCl)CC1)C(c1ccccc1)c1ccccc1
CHEMBL1411790,2.86,COC(=O)COc1ccc(-c2ccc(F)cc2)cc1C=O
CHEMBL1320628,5.06,Cc1nc(C(F)(F)F)c(C(=O)Sc2ccc(Cl)cc2)s1
CHEMBL1372127,3.54,COc1cc(SC)ccc1C(=O)Nc1ccccc1C#N
CHEMBL1413777,4.31,COc1ccc(N(C)C(S)=Nc2ccc3nc(C)c(C)nc3c2)cc1
CHEMBL1734063,1.72,O=C(COc1ccccc1)N/N=C/c1ccc([N+](=O)[O-])o1
CHEMBL1566619,2.88,C=CCc1cccc2cc(C(=O)N3CCN(c4ccccn4)CC3)c(=O)oc12
CHEMBL1492263,2.84,CCOC(=O)c1cc(CC)sc1NC(=O)C1CC1
CHEMBL1452815,4.98,CCCCOc1ccccc1NC(=O)Cn1c(-c2cncs2)nc2ccccc21
CHEMBL1303376,3.72,CCO/C(O)=C1/C(C)=Nc2nc(S)nn2C1c1ccc(Cl)cc1
CHEMBL1531334,5.22,N#C/C(=C(/O)CN1CCN(c2ccccc2F)CC1)c1nc(-c2ccc(Cl)cc2)cs1
CHEMBL1401599,3.42,CCn1c(C)nc2cc(C(=O)NN=C(S)Nc3ccc(OC)cc3)ccc21
CHEMBL1303353,4.58,O=C(NC(=S)Nc1ccccc1N1CCCC1)c1ccc(-c2cccc([N+](=O)[O-])c2)o1
CHEMBL1480273,2.85,O=C1CC(Nc2ccccc2)=NN1c1ccccc1
CHEMBL3190443,3.73,CC1=C/C(=N\NC2=NC(=O)C(CC(=O)Nc3ccccc3)S2)CC(C)(C)C1
CHEMBL1303307,2.81,Cc1ccc(-n2ncc3c(NNC(=O)Cc4ccccc4)ncnc32)cc1
CHEMBL1401752,5.54,COc1ccc(C2Nc3ccccc3C(=O)N2c2ccc(C)cc2)cc1Cn1nc(C)c([N+](=O)[O-])c1C
CHEMBL1540344,1.84,Cc1nn(C(C)CC(=O)O)c(C)c1C
CHEMBL1401809,4.04,Cc1cc(C)c(NC(=O)COc2ccc3c(C)cc(=O)oc3c2)c(C)c1
CHEMBL1608935,0.84,Nc1ncc(Br)cc1S(=O)(=O)NCCC(=O)N1CCN(c2ccccn2)CC1
CHEMBL1540271,2.59,CCOC(=O)c1cc(O)n2nc(-c3ccc(C)cc3)cc2n1
CHEMBL1452776,3.81,Cc1cccc2nc(CSc3nc4ccccc4[nH]3)cn12
CHEMBL3190684,2.86,Br.COc1ccc(/N=c2\scc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)n2CCCO)cc1
CHEMBL1531298,1.03,Cc1cc(C)n2c(S)nnc2n1
CHEMBL1475587,2.1,COc1ccc(CCNC(=O)CN2C(=O)COc3ccc(C)cc32)cc1OC
CHEMBL1383290,4.58,Cc1ccc(CCNC(=O)c2cc(-c3ccncc3)nc3ccccc23)cc1
CHEMBL1322000,3.16,COc1ccc(-c2ccc(SCC(=O)NCc3ccco3)nn2)cc1OC
CHEMBL1374178,3.73,COc1ccc(NC(=O)c2c(C)oc3c2CCCC3)cc1
CHEMBL3209943,4.76,C=CC[C@@H]1C=C[C@H](O/N=C/c2ccc(C(=O)N3[C@H](c4ccc(C)cc4)[C@@H](C)CC[C@H]3C(=O)OC)cc2)[C@@H](CO)O1
CHEMBL1480267,3.86,Clc1nc(Nc2ccc(N3CCOCC3)cc2)c2ccccc2n1
CHEMBL1362083,3.08,O=C(Nc1nccs1)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1nccs1
CHEMBL1303452,4.04,Cc1cc(C(=O)CSc2nc(N)cc(N)n2)c(C)n1-c1cccc(C(F)(F)F)c1
CHEMBL1501197,3.58,Cc1cc(N)n2nc(-c3ccc(C(C)(C)C)cc3)cc2n1
CHEMBL1303303,3.19,COc1cc(/C=C2\SC(Nc3cccnc3)=NC2=O)cc(OC)c1OC
CHEMBL1501223,2.65,Cc1ccccc1/[N+]([O-])=C/c1ccncc1
CHEMBL1597205,2.78,COC(=O)Nc1nc2c(C)cccc2s1
CHEMBL1423176,3.69,CCOc1ccc2nc(N=C(N)N=C(S)Nc3ccc(OC)cc3)nc(C)c2c1
CHEMBL1303534,3.6,COc1ccc(-c2[nH]ncc2CN2C[C@@H]3CCC[C@H]2C3)c(F)c1
CHEMBL1423121,3.15,CCN(CC(=O)Nc1c(C(=O)OC)[nH]c2ccccc12)c1ccc2c(c1)OCO2
CHEMBL1343723,3.19,COc1ccc(-n2nnc3c(SCC(=O)c4ccccc4)ncnc32)cc1
CHEMBL1215474,3.19,Cc1[nH]c2ccccc2c1CN1CCN(c2ccccn2)CC1
CHEMBL1579296,5.24,Cc1ccccc1NC(=O)c1ccc(COc2ccc3c(C)cc(=O)oc3c2)cc1
CHEMBL1401900,5.06,CCn1ccnc1CN1CCc2c([nH]c3ccccc23)C1C1CCCCC1
CHEMBL1608821,1.66,CCOc1ccc(NC(=O)CC2C(=O)OCCN2CC)cc1
CHEMBL1383503,2.5,O=C(COC(=O)c1ccc([N+](=O)[O-])s1)Nc1ccc(Cl)cn1
CHEMBL1312553,4.59,Cc1cccc(C)c1Nc1c(-c2ccc(N3CCOCC3)cc2)nc2ncccn12
CHEMBL1579347,3.02,O=C(NCc1ccco1)/C(=C\c1ccco1)NC(=O)c1cccs1
